alpha_init,n_runs,modes_mean,modes_std,mean_top_1000_R_mean,mean_top_1000_R_std,mean_top_1000_similarity_mean,mean_top_1000_similarity_std,spearman_corr_test_mean,spearman_corr_test_std
0.5,3,0.0,0.0,11692.4975546875,218.83316057478459,0.7365094186908631,0.00028704001509554614,0.9961680311409175,0.00012660930648265286
0.7,3,652.0,273.318495532227,692810.8088333333,42753.75806856896,0.8710613797264735,0.00847464055063428,0.996357021317244,0.0001434229701576986
