benchmark,variant,method,fl,size,alpha,seed,modes,spearman,run_name
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.2,1,0.0,0.9536973505584428,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.5,2,46.0,0.9127204927204928,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.4,0,26.0,0.942467228949434,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.6,4,126.0,0.8667292913294793,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.4,1,2.0,0.8829495062472034,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.5,4,115.0,0.9098574753166202,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.9,3,11.0,0.5337140577140577,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.8,0,684.0,0.6695261015261016,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.3,4,4.0,0.959503856382368,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.1,2,0.0,0.9450745464154412,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.3,0,3.0,0.9512999758616756,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.8,1,375.0,0.6509817769347223,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.2,3,0.0,0.9544443690343684,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.5,0,97.0,0.8713223593223595,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.9,1,369.0,0.5694747491831734,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.3,3,1.0,0.9077720652186976,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl1,subtb_gfn,True,large,0.5,3,72.0,0.939057896692244,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(fl_subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.9,3,0.0,0.8964484032057841,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.2,4,0.0,0.9281502632880664,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.7,4,0.0,0.9287386898835542,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.5,3,0.0,0.950236357639194,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.9,1,0.0,0.9154562909490288,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.8,2,0.0,0.9202578050185783,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.3,2,0.0,0.9372094812094814,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.5,2,0.0,0.953696486557576,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.1,4,0.0,0.8778572891244328,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.3,1,0.0,0.9031721174292158,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.2,1,0.0,0.9728398957584156,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.2,2,0.0,0.9561874516617012,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.6,0,0.0,0.9485813431185752,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.5,0,0.0,0.941184550831658,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.7,3,0.0,0.9130273827227936,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.8,3,10.0,0.922992079299008,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.8,0,0.0,0.9140320602583488,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.4,0,0.0,0.9220628938938372,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.3,0,0.0,0.9395741068489962,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.7,1,0.0,0.9420168660168662,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.2,0,0.0,0.9256806256806256,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.1,2,0.0,0.9610607554766668,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.6,2,0.0,0.8772324244958191,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.1,1,0.0,0.9576369391285824,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.4,4,0.0,0.909968907428721,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.6,3,0.0,0.949202844898062,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.8,1,0.0,0.8892963453000123,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.5,4,0.0,0.9345125441196194,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.6,4,0.0,0.9060801687984094,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.6,1,0.0,0.921556772615454,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.3,3,0.0,0.953282489002184,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.9,0,0.0,0.9390811978984416,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.7,2,0.0,0.9230946134024648,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.1,3,0.0,0.924519510066627,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.5,1,0.0,0.938774327223296,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.3,4,0.0,0.846888762888763,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.1,0,0.0,0.9243522142174976,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.4,3,0.0,0.9257703133249352,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.4,1,0.0,0.9336187084195644,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.2,3,0.0,0.8566124908918409,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.8,4,0.0,0.9350340014493076,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.9,4,0.0,0.9197335120111138,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.7,0,0.0,0.9025516159669256,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.4,2,0.0,0.930937422937423,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,large,0.9,2,0.0,0.917817548077906,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(large)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.7,0,32.0,0.9975978912375854,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.2,1,21.0,0.9936369837016312,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.2,4,30.0,0.9936220616845156,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.7,2,25.0,0.9966610171701976,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.4,4,0.0,0.9792894819788244,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.9,1,19.0,0.9973926730015844,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.5,3,23.0,0.992650879548522,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.9,2,14.0,0.9555655585660092,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.4,1,0.0,0.9516241773339223,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.2,4,0.0,0.9869467438292646,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.3,3,25.0,0.9912820739743956,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.9,4,1.0,0.961113909530618,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.1,0,0.0,0.9814716663049112,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.8,2,3.0,0.9704161078722442,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.8,4,28.0,0.9971158536745892,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.3,0,0.0,0.9757679646952688,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.9,0,28.0,0.9965018429771298,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.4,2,0.0,0.9782472355946524,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.2,0,22.0,0.990541946151623,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.3,2,0.0,0.9661500837438848,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.2,0,0.0,0.9767123024328502,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.7,1,0.0,0.9510675970660092,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.5,4,22.0,0.9946905518941452,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.1,3,0.0,0.9602860442860442,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.7,1,29.0,0.9976312632759632,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.7,2,1.0,0.9622645394156156,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.5,4,0.0,0.9697136008050096,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.4,0,18.0,0.9966940232080554,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.7,4,24.0,0.9967507922634214,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.6,0,2.0,0.9254528628013032,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.3,1,18.0,0.9939728520868722,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.2,2,0.0,0.9798038356826586,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.1,3,23.0,0.9892306866476084,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.7,4,0.0,0.9431955333864264,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.2,2,19.0,0.9863670813630532,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.1,2,0.0,0.9705602745602746,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.8,0,0.0,0.9763275893564046,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.8,1,1.0,0.9696313545164952,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.3,1,0.0,0.9626705719986424,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.3,4,0.0,0.9813770522094458,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.9,3,34.0,0.99733954594847,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.4,2,18.0,0.9853918522444652,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.7,0,0.0,0.947798123030018,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.6,3,0.0,0.9607203816565724,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.5,1,22.0,0.9944768346483702,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.1,1,20.0,0.9785359563807526,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.1,2,21.0,0.9915624302968052,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.1,1,0.0,0.9803956043956044,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.9,4,30.0,0.997448782073764,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.9,0,0.0,0.934723029548044,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.3,4,25.0,0.9941063252222844,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.8,3,1.0,0.9384664543608412,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.4,0,0.0,0.9538026172482488,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.1,4,0.0,0.9786730174810748,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.3,3,0.0,0.979437079313702,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.6,1,28.0,0.9977890004639944,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.9,3,0.0,0.9575889539527884,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.3,0,23.0,0.9943900685654194,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.6,4,27.0,0.9970145015756442,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.6,4,0.0,0.9559808256430514,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.1,4,24.0,0.9923916432504,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.8,2,42.0,0.9982960250455516,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.6,2,25.0,0.9976052922532812,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.5,3,0.0,0.9587318651128433,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.6,3,24.0,0.99281907774195,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.2,3,0.0,0.967708759515012,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.8,3,44.0,0.995894216290677,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.5,0,0.0,0.9645938526378872,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.8,1,28.0,0.996515607003412,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.7,3,43.0,0.99702070558276,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.2,1,0.0,0.985200451111654,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.8,0,29.0,0.9959726003564182,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.1,0,23.0,0.9916341454043756,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.1)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.5,0,20.0,0.9830586715683068,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.5)
