name,id,state,created_at,project,entity,config,summary
revived-river-18,i2qb5mcq,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.4, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 2, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 213.4341583251953, ""_runtime"": 12424.329437494278, ""_step"": 4999, ""_timestamp"": 1774556206.1348655, ""_wandb"": {""runtime"": 12433}, ""all_num_modes"": 8688, ""alpha"": 0.498161107301712, ""entropy"": 70.88252258300781, ""grad_norm"": 188.0673370361328, ""grad_norm_clip"": 57.8843994140625, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 27, ""logZ"": 32.76367950439453, ""loss"": 9.055526733398438, ""offline_loss"": 0, ""online_loss"": 9.055526733398438, ""onpolicy_mode_tanimoto_diversity"": 0.26499996692804506, ""onpolicy_num_modes"": 3, ""onpolicy_tanimoto_diversity"": 0.2455625483746611, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.9186931848526, ""time_spent"": 2.721494674682617, ""top1000_tanimoto_diversity"": 0.25044954763125676, ""top100_tanimoto_diversity"": 0.24806808528799704, ""train_time"": 0.22442221641540527, ""unique_valid_smiles_seen"": 319641}"
crimson-pine-1,ku8n1b2x,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.8, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 2, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 1878.70556640625, ""_runtime"": 12585.72976231575, ""_step"": 4999, ""_timestamp"": 1774556427.5769603, ""_wandb"": {""runtime"": 12593}, ""all_num_modes"": 4887, ""alpha"": 0.5055167078971863, ""entropy"": 51.81109619140625, ""grad_norm"": 263.5968933105469, ""grad_norm_clip"": 57.87592697143555, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 27, ""logZ"": 32.26260757446289, ""loss"": 14.44782257080078, ""offline_loss"": 0, ""online_loss"": 14.44782257080078, ""onpolicy_mode_tanimoto_diversity"": ""NaN"", ""onpolicy_num_modes"": 1, ""onpolicy_tanimoto_diversity"": 0.23670575061394136, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.8997960686683655, ""time_spent"": 1.9739890098571775, ""top1000_tanimoto_diversity"": 0.24607471630373615, ""top100_tanimoto_diversity"": 0.2485407518933046, ""train_time"": 0.24308300018310547, ""unique_valid_smiles_seen"": 293686}"
lunar-donkey-18,m91is0x0,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.9, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 0, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 7010.431640625, ""_runtime"": 8103.273988485336, ""_step"": 4999, ""_timestamp"": 1774551884.9795046, ""_wandb"": {""runtime"": 8112}, ""all_num_modes"": 49, ""alpha"": 0.5073556303977966, ""entropy"": 51.82994079589844, ""grad_norm"": 277.1100158691406, ""grad_norm_clip"": 57.08838653564453, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 27, ""logZ"": 17.808950424194336, ""loss"": 19.123292922973633, ""offline_loss"": 0, ""online_loss"": 19.123292922973633, ""onpolicy_mode_tanimoto_diversity"": ""NaN"", ""onpolicy_num_modes"": 0, ""onpolicy_tanimoto_diversity"": 0.16989130089890175, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.8773741722106934, ""time_spent"": 2.115499496459961, ""top1000_tanimoto_diversity"": 0.1716053182805885, ""top100_tanimoto_diversity"": 0.1720469999334536, ""train_time"": 0.27741265296936035, ""unique_valid_smiles_seen"": 69518}"
vital-plant-2,migtquuz,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.7, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 2, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 76.96659088134766, ""_runtime"": 12667.94396662712, ""_step"": 4999, ""_timestamp"": 1774556509.8362997, ""_wandb"": {""runtime"": 12676}, ""all_num_modes"": 8371, ""alpha"": 0.5036777853965759, ""entropy"": 72.22843933105469, ""grad_norm"": 131.78128051757812, ""grad_norm_clip"": 51.130340576171875, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 27, ""logZ"": 32.82512283325195, ""loss"": 6.460568904876709, ""offline_loss"": 0, ""online_loss"": 6.460568904876709, ""onpolicy_mode_tanimoto_diversity"": 0.2836812144212524, ""onpolicy_num_modes"": 2, ""onpolicy_tanimoto_diversity"": 0.2431190991188975, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.92228901386261, ""time_spent"": 1.7902123928070068, ""top1000_tanimoto_diversity"": 0.24930671047512376, ""top100_tanimoto_diversity"": 0.24651661060305605, ""train_time"": 0.2193138599395752, ""unique_valid_smiles_seen"": 294634}"
sandy-glade-1,mmuivr6p,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.9, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 1, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 7178.09912109375, ""_runtime"": 7780.970069169998, ""_step"": 4999, ""_timestamp"": 1774551562.711378, ""_wandb"": {""runtime"": 7788}, ""all_num_modes"": 40, ""alpha"": 0.5073556303977966, ""entropy"": 47.61697006225586, ""grad_norm"": 211.00717163085935, ""grad_norm_clip"": 56.07588195800781, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 26.953125, ""logZ"": 17.363935470581055, ""loss"": 32.7158203125, ""offline_loss"": 0, ""online_loss"": 32.7158203125, ""onpolicy_mode_tanimoto_diversity"": ""NaN"", ""onpolicy_num_modes"": 1, ""onpolicy_tanimoto_diversity"": 0.16379546733763742, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.8574079871177673, ""time_spent"": 2.299675464630127, ""top1000_tanimoto_diversity"": 0.16426597671688517, ""top100_tanimoto_diversity"": 0.15093173079744282, ""train_time"": 0.35243678092956543, ""unique_valid_smiles_seen"": 70905}"
jolly-snow-20,mzah12eb,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.2, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 1, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 1853.527587890625, ""_runtime"": 12691.506227970123, ""_step"": 4999, ""_timestamp"": 1774556473.203412, ""_wandb"": {""runtime"": 12699}, ""all_num_modes"": 9484, ""alpha"": 0.4944832921028137, ""entropy"": 72.62226104736328, ""grad_norm"": 174.916259765625, ""grad_norm_clip"": 57.95691680908203, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 27, ""logZ"": 34.01327133178711, ""loss"": 16.479106903076172, ""offline_loss"": 0, ""online_loss"": 16.479106903076172, ""onpolicy_mode_tanimoto_diversity"": ""NaN"", ""onpolicy_num_modes"": 1, ""onpolicy_tanimoto_diversity"": 0.2464897248501591, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.9080734848976136, ""time_spent"": 1.5028040409088137, ""top1000_tanimoto_diversity"": 0.2411097684469164, ""top100_tanimoto_diversity"": 0.22674200354849625, ""train_time"": 0.183579683303833, ""unique_valid_smiles_seen"": 319728}"
fast-shadow-15,n0fnwu3e,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.8, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 1, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 251162.640625, ""_runtime"": 10412.35584807396, ""_step"": 4999, ""_timestamp"": 1774554194.11944, ""_wandb"": {""runtime"": 10419}, ""all_num_modes"": 8171, ""alpha"": 0.5055167078971863, ""entropy"": 72.9175796508789, ""grad_norm"": 575.1304321289062, ""grad_norm_clip"": 72.31598663330078, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 27, ""logZ"": 31.868921279907227, ""loss"": 105.18535614013672, ""offline_loss"": 0, ""online_loss"": 105.18535614013672, ""onpolicy_mode_tanimoto_diversity"": 0.2815076367774163, ""onpolicy_num_modes"": 3, ""onpolicy_tanimoto_diversity"": 0.24193110492333977, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.8819065093994141, ""time_spent"": 3.8716866970062256, ""top1000_tanimoto_diversity"": 0.2523087747299952, ""top100_tanimoto_diversity"": 0.2472311265209962, ""train_time"": 0.2604200839996338, ""unique_valid_smiles_seen"": 295923}"
woven-sponge-20,n6cbz012,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.2, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 0, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 684.6585083007812, ""_runtime"": 14421.207041978836, ""_step"": 4999, ""_timestamp"": 1774558191.017868, ""_wandb"": {""runtime"": 14434}, ""all_num_modes"": 9231, ""alpha"": 0.4944832921028137, ""entropy"": 71.69989013671875, ""grad_norm"": 301.6098327636719, ""grad_norm_clip"": 66.47100830078125, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 27, ""logZ"": 33.47645950317383, ""loss"": 13.091256141662598, ""offline_loss"": 0, ""online_loss"": 13.091256141662598, ""onpolicy_mode_tanimoto_diversity"": 0.2723686760941039, ""onpolicy_num_modes"": 3, ""onpolicy_tanimoto_diversity"": 0.2340081690315778, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.9177027940750122, ""time_spent"": 2.4686403274536133, ""top1000_tanimoto_diversity"": 0.24844580898392576, ""top100_tanimoto_diversity"": 0.2428734002490538, ""train_time"": 0.3948476314544678, ""unique_valid_smiles_seen"": 319714}"
lively-paper-5,nd1esnsy,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.4, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 1, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 8827.3056640625, ""_runtime"": 12333.809625864027, ""_step"": 4999, ""_timestamp"": 1774556114.7482488, ""_wandb"": {""runtime"": 12340}, ""all_num_modes"": 8488, ""alpha"": 0.498161107301712, ""entropy"": 71.08000183105469, ""grad_norm"": 198.5118103027344, ""grad_norm_clip"": 56.398494720458984, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 27, ""logZ"": 33.420265197753906, ""loss"": 21.508968353271484, ""offline_loss"": 0, ""online_loss"": 21.508968353271484, ""onpolicy_mode_tanimoto_diversity"": 0.2803308823529412, ""onpolicy_num_modes"": 2, ""onpolicy_tanimoto_diversity"": 0.2263942457212838, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.9204803705215454, ""time_spent"": 1.6963822841644287, ""top1000_tanimoto_diversity"": 0.24786098829389777, ""top100_tanimoto_diversity"": 0.2435578363398944, ""train_time"": 0.19173574447631836, ""unique_valid_smiles_seen"": 319500}"
cosmic-bird-1,nivdn0uq,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.6, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 0, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 138704.03125, ""_runtime"": 14894.916812419891, ""_step"": 4999, ""_timestamp"": 1774558664.8071575, ""_wandb"": {""runtime"": 14902}, ""all_num_modes"": 7380, ""alpha"": 0.5018389225006104, ""entropy"": 71.86980438232422, ""grad_norm"": 375.2843627929687, ""grad_norm_clip"": 67.56448364257812, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 27, ""logZ"": 32.354026794433594, ""loss"": 76.40310668945312, ""offline_loss"": 0, ""online_loss"": 76.40310668945312, ""onpolicy_mode_tanimoto_diversity"": 0.23349937733499376, ""onpolicy_num_modes"": 2, ""onpolicy_tanimoto_diversity"": 0.24543600339238303, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.9016242027282716, ""time_spent"": 1.9326202869415283, ""top1000_tanimoto_diversity"": 0.2546936143305873, ""top100_tanimoto_diversity"": 0.2520845828676636, ""train_time"": 0.22944879531860352, ""unique_valid_smiles_seen"": 316142}"
dauntless-flower-1,pr5dq80t,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.5, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 1, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 2140.308349609375, ""_runtime"": 11112.498789072037, ""_step"": 4999, ""_timestamp"": 1774554893.85741, ""_wandb"": {""runtime"": 11120}, ""all_num_modes"": 8131, ""alpha"": 0.5, ""entropy"": 72.3303451538086, ""grad_norm"": 176.63941955566406, ""grad_norm_clip"": 52.65419006347656, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 27, ""logZ"": 32.11386489868164, ""loss"": 17.584293365478516, ""offline_loss"": 0, ""online_loss"": 17.584293365478516, ""onpolicy_mode_tanimoto_diversity"": ""NaN"", ""onpolicy_num_modes"": 0, ""onpolicy_tanimoto_diversity"": 0.24127206014066585, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.904577612876892, ""time_spent"": 1.6667373180389404, ""top1000_tanimoto_diversity"": 0.2527614911359538, ""top100_tanimoto_diversity"": 0.2523886258918121, ""train_time"": 0.19608592987060547, ""unique_valid_smiles_seen"": 317945}"
olive-violet-18,q3zsbj8g,finished,2026-03-27T05:48:52Z,PBP-Alpha-Diversity-0327,1969773923-shanghai-jiao-tong-university,"{""opt"": ""adam"", ""seed"": 0, ""alpha"": 0.1, ""method"": ""PBP_TB"", ""epsilon"": null, ""variant"": ""TBVariant.TB"", ""adam_eps"": 1e-08, ""lr_decay"": 20000, ""momentum"": 0.9, ""cum_subtb"": true, ""Z_lr_decay"": 50000, ""model_seed"": 0, ""alpha_final"": 0.5, ""alpha_sched"": ""hold_exp"", ""dist_params"": [64, 64], ""sample_dist"": ""constant"", ""do_predict_n"": false, ""weight_decay"": 1e-08, ""do_sample_p_b"": true, ""learning_rate"": 0.0001, ""sampling_seed"": 2, ""subtb_max_len"": 128, ""clip_grad_type"": ""norm"", ""Z_learning_rate"": 0.001, ""alpha_warm_frac"": 0.8, ""backward_policy"": ""Backward.Free"", ""clip_grad_param"": 10, ""do_length_normalize"": false, ""do_parameterize_p_b"": true, ""num_thermometer_dim"": 32, ""use_alpha_scheduler"": true, ""bootstrap_own_reward"": false, ""do_correct_idempotent"": false, ""reward_loss_multiplier"": 1}","{""Var-true"": 640.6530151367188, ""_runtime"": 13299.21011352539, ""_step"": 4999, ""_timestamp"": 1774557141.0759106, ""_wandb"": {""runtime"": 13308}, ""all_num_modes"": 9665, ""alpha"": 0.49264436960220337, ""entropy"": 73.59095764160156, ""grad_norm"": 215.6392517089844, ""grad_norm_clip"": 59.05159378051758, ""invalid_logprob"": 0, ""invalid_losses"": 0, ""invalid_trajectories"": 0, ""iteration"": 5000, ""length"": 27, ""logZ"": 33.45589828491211, ""loss"": 11.942619323730469, ""offline_loss"": 0, ""online_loss"": 11.942619323730469, ""onpolicy_mode_tanimoto_diversity"": 0.26002831921447095, ""onpolicy_num_modes"": 4, ""onpolicy_tanimoto_diversity"": 0.24095467804582368, ""paper_num_modes"": 0, ""paper_num_modes_frac"": 0, ""paper_onpolicy_num_modes"": 0, ""random_action_prob"": 0.0005, ""reward_loss"": 0, ""sampled_reward_avg"": 0.9126518964767456, ""time_spent"": 1.873152256011963, ""top1000_tanimoto_diversity"": 0.252152978836239, ""top100_tanimoto_diversity"": 0.2508053270090797, ""train_time"": 0.2446744441986084, ""unique_valid_smiles_seen"": 319658}"
