alpha,n_runs,modes_mean,modes_std,spearman correlation_mean,spearman correlation_std,diversity_mean,diversity_std,top rewards_mean,top rewards_std
0.1,3,0.0,0.0,,,0.2494252148540209,0.002456542068065036,0.9148897528648376,0.009360923129664963
0.2,3,0.0,0.0,,,0.24565283046516717,0.00396881177199893,0.9153964320818583,0.006485020743458514
0.3,3,0.0,0.0,,,0.24716314430845285,0.00035260149963759277,0.9187196493148804,0.014448243333772006
0.4,3,0.0,0.0,,,0.24749282379555027,0.0031569481602020844,0.9188899199167887,0.0015017790815683837
0.5,3,0.0,0.0,,,0.25328756012574827,0.0025998392977951,0.9058302640914917,0.009473651757398796
0.6,3,0.0,0.0,,,0.25754432578553277,0.006349357648203652,0.898328423500061,0.005419526776939777
0.7,3,0.0,0.0,,,0.2549617817767022,0.0064065238515044675,0.9175654053688049,0.00830785073039683
0.8,3,0.0,0.0,,,0.25121048047225764,0.00468420148753942,0.8891841769218445,0.009399301627871918
0.9,3,0.0,0.0,,,0.16627051123808992,0.004667388986011263,0.870827317237854,0.011622621166432052
